chrom	start	end	nSites	recombRate
b'CM027508.1'	135360000	135396000	1155	3.147332337533786e-09
b'CM027508.1'	135396000	135432000	804	2.7289808298404468e-09
b'CM027508.1'	135432000	135468000	842	2.971599215958617e-09
b'CM027508.1'	135468000	135504000	606	2.0439776837344175e-09
b'CM027508.1'	135504000	135540000	684	1.7185498706298141e-09
b'CM027508.1'	135540000	135576000	787	2.621195854251574e-09
b'CM027508.1'	135576000	135612000	927	3.1003994233771477e-09
b'CM027508.1'	135612000	135648000	723	2.8268354491881114e-09
b'CM027508.1'	135648000	135684000	715	1.7029602493520826e-09
b'CM027508.1'	135684000	135720000	684	1.3495490175560686e-09
b'CM027508.1'	135720000	135756000	828	2.8673570208574507e-09
b'CM027508.1'	135756000	135792000	735	2.246190316669588e-09
b'CM027508.1'	135792000	135828000	887	2.965538225870526e-09
b'CM027508.1'	135828000	135864000	955	2.9806082269772036e-09
b'CM027508.1'	135864000	135900000	1048	2.8734961692094215e-09
b'CM027508.1'	135900000	135936000	957	2.810958206829529e-09
b'CM027508.1'	135936000	135972000	883	2.6202252019245063e-09
b'CM027508.1'	135972000	136008000	806	1.8088513909381107e-09
b'CM027508.1'	136008000	136044000	767	1.854486889738586e-09
b'CM027508.1'	136044000	136080000	734	2.36188281567164e-09
b'CM027508.1'	136080000	136116000	894	3.1670905338062436e-09
b'CM027508.1'	136116000	136152000	840	3.1811246127497547e-09
b'CM027508.1'	136152000	136188000	1162	3.2987908739603053e-09
b'CM027508.1'	136188000	136224000	1054	3.179648119192916e-09
b'CM027508.1'	136224000	136260000	1098	3.3034978696767013e-09
b'CM027508.1'	136260000	136296000	972	3.111327745952922e-09
b'CM027508.1'	136296000	136332000	953	3.1737902696454388e-09
b'CM027508.1'	136332000	136368000	1016	3.169889096271468e-09
b'CM027508.1'	136368000	136404000	1326	3.408304199538793e-09
b'CM027508.1'	136404000	136440000	1221	3.3769505567498477e-09
b'CM027508.1'	136440000	136476000	1156	3.3102151053994887e-09
b'CM027508.1'	136476000	136512000	1148	3.319101853717845e-09
b'CM027508.1'	136512000	136548000	1069	3.2637804649553926e-09
b'CM027508.1'	136548000	136584000	1074	3.2610131184987374e-09
b'CM027508.1'	136584000	136620000	1078	3.21838221964429e-09
b'CM027508.1'	136620000	136656000	1179	3.29520860049206e-09
b'CM027508.1'	136656000	136692000	1134	3.2848323519466273e-09
b'CM027508.1'	136692000	136728000	1057	3.232176975855436e-09
b'CM027508.1'	136728000	136764000	1111	3.2410209204044665e-09
b'CM027508.1'	136764000	136800000	939	3.1313976293412463e-09
b'CM027508.1'	136800000	136836000	998	3.008830573027765e-09
b'CM027508.1'	136836000	136872000	947	3.0628737608332682e-09
b'CM027508.1'	136872000	136908000	842	2.9294754590009645e-09
b'CM027508.1'	136908000	136944000	701	1.7780095864885378e-09
b'CM027508.1'	136944000	136980000	942	3.0887953451613207e-09
b'CM027508.1'	136980000	137016000	834	2.651966325244064e-09
b'CM027508.1'	137016000	137052000	681	2.7391332454153424e-09
b'CM027508.1'	137052000	137088000	853	2.4377263652193024e-09
b'CM027508.1'	137088000	137124000	831	2.616724101902787e-09
b'CM027508.1'	137124000	137160000	781	1.3990153945900053e-09
b'CM027508.1'	137160000	137196000	743	1.4332756438889862e-09
b'CM027508.1'	137196000	137232000	752	2.8109734601064432e-09
b'CM027508.1'	137232000	137268000	669	2.4823850630849615e-09
b'CM027508.1'	137268000	137304000	622	1.858847169011317e-09
b'CM027508.1'	137304000	137340000	678	1.5736033231917078e-09
b'CM027508.1'	137340000	137376000	531	8.294457965058504e-10
b'CM027508.1'	137376000	137412000	486	8.275286724341115e-10
b'CM027508.1'	137412000	137448000	523	4.936013920076184e-10
b'CM027508.1'	137448000	137484000	440	1.2169902962875779e-09
b'CM027508.1'	137484000	137520000	504	1.628942625686351e-09
b'CM027508.1'	137520000	137556000	540	1.984526943217173e-09
b'CM027508.1'	137556000	137592000	1360	2.9287674231702327e-09
b'CM027508.1'	137592000	137628000	888	3.137086865145466e-09
b'CM027508.1'	137628000	137664000	513	2.787682652197555e-09
b'CM027508.1'	137664000	137700000	1145	3.3063638303422456e-09
b'CM027508.1'	137700000	137736000	1389	3.352005418629241e-09
b'CM027508.1'	137736000	137772000	1229	3.3118446046953e-09
b'CM027508.1'	137772000	137808000	1005	3.1398522014803567e-09
b'CM027508.1'	137808000	137844000	1048	2.7081952248617053e-09
b'CM027508.1'	137844000	137880000	1038	2.8672662106507037e-09
b'CM027508.1'	137880000	137916000	1173	3.2097109090820444e-09
b'CM027508.1'	137916000	137952000	1203	3.3437111832614186e-09
b'CM027508.1'	137952000	137988000	1179	3.176959995182251e-09
b'CM027508.1'	137988000	138024000	1216	3.1201585655892585e-09
b'CM027508.1'	138024000	138060000	1432	3.3724584075772797e-09
b'CM027508.1'	138060000	138096000	1414	3.3338511812819466e-09
b'CM027508.1'	138096000	138132000	1416	3.330158824086512e-09
b'CM027508.1'	138132000	138168000	1164	3.386507148585422e-09
b'CM027508.1'	138168000	138204000	1308	3.3457006125954307e-09
b'CM027508.1'	138204000	138240000	1263	3.3761869469644663e-09
b'CM027508.1'	138240000	138276000	1176	3.277662247614671e-09
b'CM027508.1'	138276000	138312000	1098	3.2198115344609047e-09
b'CM027508.1'	138312000	138348000	1431	3.356813156918747e-09
b'CM027508.1'	138348000	138384000	1588	3.324000165729185e-09
b'CM027508.1'	138384000	138420000	1489	3.4387433551676044e-09
b'CM027508.1'	138420000	138456000	1505	3.4354861302128328e-09
b'CM027508.1'	138456000	138492000	1110	3.2659561261587102e-09
b'CM027508.1'	138492000	138528000	1207	3.3675013290649593e-09
b'CM027508.1'	138528000	138564000	1371	3.316873692863752e-09
b'CM027508.1'	138564000	138600000	1235	3.3293013297905082e-09
b'CM027508.1'	138600000	138636000	989	3.1686186993166613e-09
b'CM027508.1'	138636000	138672000	983	3.1399250388336854e-09
b'CM027508.1'	138672000	138708000	1199	3.2456146398473417e-09
b'CM027508.1'	138708000	138744000	1162	3.2995426595000175e-09
b'CM027508.1'	138744000	138780000	1385	3.391561067669781e-09
b'CM027508.1'	138780000	138816000	1048	3.253955462743105e-09
b'CM027508.1'	138816000	138852000	1090	3.1932670488709456e-09
b'CM027508.1'	138852000	138888000	1178	3.2407546383919737e-09
b'CM027508.1'	138888000	138924000	998	3.2107964930770263e-09
b'CM027508.1'	138924000	138960000	950	3.124341392495094e-09
b'CM027508.1'	138960000	138996000	1198	3.2605016016310444e-09
b'CM027508.1'	138996000	139032000	1114	3.169322005449125e-09
b'CM027508.1'	139032000	139068000	1115	3.2751572811694377e-09
b'CM027508.1'	139068000	139104000	1031	3.1982092288337216e-09
b'CM027508.1'	139104000	139140000	1042	3.315205764769512e-09
b'CM027508.1'	139140000	139176000	1117	3.2732469560389593e-09
b'CM027508.1'	139176000	139212000	1009	3.139126311038663e-09
b'CM027508.1'	139212000	139248000	1156	3.419259008424869e-09
b'CM027508.1'	139248000	139284000	1136	3.283696751392461e-09
b'CM027508.1'	139284000	139320000	1178	3.2137357640657257e-09
b'CM027508.1'	139320000	139356000	1111	3.270431839629797e-09
b'CM027508.1'	139356000	139392000	1205	3.3326231151266392e-09
b'CM027508.1'	139392000	139428000	1267	3.4197779745673342e-09
b'CM027508.1'	139428000	139464000	1376	3.359704657954939e-09
b'CM027508.1'	139464000	139500000	1113	3.2979726361599274e-09
b'CM027508.1'	139500000	139536000	1131	3.2552213664845572e-09
b'CM027508.1'	139536000	139572000	1202	3.3527470353176764e-09
b'CM027508.1'	139572000	139608000	1157	3.3678695360751296e-09
b'CM027508.1'	139608000	139644000	1204	3.355154215251217e-09
b'CM027508.1'	139644000	139680000	1090	3.2593385688269227e-09
b'CM027508.1'	139680000	139716000	1145	3.2623703054167636e-09
b'CM027508.1'	139716000	139752000	1433	3.3725163463810637e-09
b'CM027508.1'	139752000	139788000	1219	3.392600891834019e-09
b'CM027508.1'	139788000	139824000	1071	3.2997327933703945e-09
b'CM027508.1'	139824000	139860000	1119	3.297852147096548e-09
b'CM027508.1'	139860000	139896000	1123	3.214387752971981e-09
b'CM027508.1'	139896000	139932000	1000	3.1721950606620714e-09
b'CM027508.1'	139932000	139968000	1048	3.195350953927863e-09
b'CM027508.1'	139968000	140004000	1198	3.3463650169596394e-09
b'CM027508.1'	140004000	140040000	1464	3.3990164910497596e-09
b'CM027508.1'	140040000	140076000	1281	3.3106961157133526e-09
b'CM027508.1'	140076000	140112000	1130	3.2731135785477996e-09
b'CM027508.1'	140112000	140148000	1237	3.3460055598912652e-09
b'CM027508.1'	140148000	140184000	1092	3.2944182679114635e-09
b'CM027508.1'	140184000	140220000	1062	3.174339978826647e-09
b'CM027508.1'	140220000	140256000	888	3.1621479991160976e-09
b'CM027508.1'	140256000	140292000	678	2.8892872128170685e-09
b'CM027508.1'	140292000	140328000	655	2.95418151087412e-09
b'CM027508.1'	140328000	140364000	534	1.8508701042532904e-09
b'CM027508.1'	140364000	140400000	570	2.195379197736193e-09
b'CM027508.1'	140400000	140436000	1039	2.887445468311477e-09
b'CM027508.1'	140436000	140472000	662	1.186728386101363e-09
b'CM027508.1'	140472000	140508000	556	2.491412613838571e-10
b'CM027508.1'	140508000	140544000	508	1.3424670925361979e-09
b'CM027508.1'	140544000	140580000	620	2.3590234765836706e-09
b'CM027508.1'	140580000	140616000	893	3.1042194824258213e-09
b'CM027508.1'	140616000	140652000	929	3.1224322497891825e-09
b'CM027508.1'	140652000	140688000	837	3.0456110716095076e-09
b'CM027508.1'	140688000	140724000	1019	3.270460217819405e-09
b'CM027508.1'	140724000	140760000	1012	3.1571366473161508e-09
b'CM027508.1'	140760000	140796000	927	3.0645593070535562e-09
b'CM027508.1'	140796000	140832000	968	3.069776282485708e-09
b'CM027508.1'	140832000	140868000	1060	3.308602396532529e-09
b'CM027508.1'	140868000	140904000	878	3.132041814245359e-09
b'CM027508.1'	140904000	140940000	892	3.11373788194788e-09
b'CM027508.1'	140940000	140976000	890	3.1777789424373696e-09
b'CM027508.1'	140976000	141012000	996	3.1639052002651468e-09
b'CM027508.1'	141012000	141048000	916	3.157889142310603e-09
b'CM027508.1'	141048000	141084000	965	3.238253810432725e-09
b'CM027508.1'	141084000	141120000	1171	3.1856677244211613e-09
b'CM027508.1'	141120000	141156000	1089	3.376283314566678e-09
b'CM027508.1'	141156000	141192000	1133	3.3741288187631097e-09
b'CM027508.1'	141192000	141228000	1109	3.147964698192229e-09
b'CM027508.1'	141228000	141264000	905	2.966070553410599e-09
b'CM027508.1'	141264000	141300000	975	3.11497446156007e-09
b'CM027508.1'	141300000	141336000	936	3.124264180170868e-09
b'CM027508.1'	141336000	141372000	936	2.9782449149950993e-09
b'CM027508.1'	141372000	141408000	865	2.9433552315384795e-09
b'CM027508.1'	141408000	141444000	863	3.1816364843448177e-09
b'CM027508.1'	141444000	141480000	756	2.755107328345964e-09
b'CM027508.1'	141480000	141516000	642	2.2191472617609446e-09
b'CM027508.1'	141516000	141552000	892	2.7801201011518045e-09
b'CM027508.1'	141552000	141588000	832	2.9236096872088888e-09
b'CM027508.1'	141588000	141624000	980	2.8716638841003665e-09
b'CM027508.1'	141624000	141660000	991	3.143060828785424e-09
b'CM027508.1'	141660000	141696000	862	2.6333984757832263e-09
b'CM027508.1'	141696000	141732000	1085	3.2432753310839483e-09
b'CM027508.1'	141732000	141768000	958	3.101694178278035e-09
b'CM027508.1'	141768000	141804000	1033	3.2671192772052887e-09
b'CM027508.1'	141804000	141840000	1034	2.912322853504394e-09
b'CM027508.1'	141840000	141876000	1014	2.6649549043854154e-09
b'CM027508.1'	141876000	141912000	1062	3.1354035655318554e-09
b'CM027508.1'	141912000	141948000	821	2.214896327200049e-09
b'CM027508.1'	141948000	141984000	1069	3.220766224056317e-09
b'CM027508.1'	141984000	142020000	888	2.925963894521827e-09
b'CM027508.1'	142020000	142056000	1031	3.2984661801742018e-09
b'CM027508.1'	142056000	142092000	986	3.1753645497139703e-09
b'CM027508.1'	142092000	142128000	910	3.1943820752376462e-09
b'CM027508.1'	142128000	142164000	1242	3.3453611385022388e-09
b'CM027508.1'	142164000	142200000	1141	3.3047887225765177e-09
b'CM027508.1'	142200000	142236000	1112	3.1886401032977374e-09
b'CM027508.1'	142236000	142272000	1081	3.1942704543585194e-09
b'CM027508.1'	142272000	142308000	1068	3.2806457412821774e-09
b'CM027508.1'	142308000	142344000	974	3.0784273735878576e-09
b'CM027508.1'	142344000	142380000	1125	3.244180122362632e-09
b'CM027508.1'	142380000	142416000	1195	3.1867641867221592e-09
b'CM027508.1'	142416000	142452000	1167	3.3391924295360925e-09
b'CM027508.1'	142452000	142488000	1193	3.3343064147402497e-09
b'CM027508.1'	142488000	142524000	1338	3.419624495858535e-09
b'CM027508.1'	142524000	142560000	1286	3.3440722957241867e-09
b'CM027508.1'	142560000	142596000	1242	3.2822204943205357e-09
b'CM027508.1'	142596000	142632000	1152	3.236099669356527e-09
b'CM027508.1'	142632000	142668000	1122	3.310581302287895e-09
b'CM027508.1'	142668000	142704000	1203	3.359444761035108e-09
b'CM027508.1'	142704000	142740000	1158	3.294377592506358e-09
b'CM027508.1'	142740000	142776000	1323	3.352561039933284e-09
b'CM027508.1'	142776000	142812000	933	2.7342907438435667e-09
b'CM027508.1'	142812000	142848000	1083	3.2683783228842524e-09
b'CM027508.1'	142848000	142884000	1104	3.308898475644111e-09
b'CM027508.1'	142884000	142920000	1011	3.248282662640367e-09
b'CM027508.1'	142920000	142956000	1221	3.241727300840805e-09
b'CM027508.1'	142956000	142992000	1210	3.336036301881801e-09
b'CM027508.1'	142992000	143028000	1183	3.246827689210648e-09
b'CM027508.1'	143028000	143064000	1261	3.3643049989753896e-09
b'CM027508.1'	143064000	143100000	1146	3.3055585992121045e-09
b'CM027508.1'	143100000	143136000	1104	3.3224604124580107e-09
b'CM027508.1'	143136000	143172000	1031	3.1440246230500027e-09
b'CM027508.1'	143172000	143208000	904	3.0280625903678982e-09
b'CM027508.1'	143208000	143244000	1221	3.352038053547291e-09
b'CM027508.1'	143244000	143280000	1240	3.3999670421591873e-09
b'CM027508.1'	143280000	143316000	1290	3.357008020487392e-09
b'CM027508.1'	143316000	143352000	1041	2.902631701753093e-09
b'CM027508.1'	143352000	143388000	960	3.2304987606674634e-09
b'CM027508.1'	143388000	143424000	916	2.308884772940926e-09
b'CM027508.1'	143424000	143460000	1066	3.2028513094413878e-09
b'CM027508.1'	143460000	143496000	1064	2.7452876470442283e-09
b'CM027508.1'	143496000	143532000	942	3.126638843428815e-09
b'CM027508.1'	143532000	143568000	914	2.851540909848983e-09
b'CM027508.1'	143568000	143604000	897	2.1016428744736185e-09
b'CM027508.1'	143604000	143640000	957	2.7007856204336987e-09
b'CM027508.1'	143640000	143676000	658	7.390897590348607e-10
b'CM027508.1'	143676000	143712000	730	2.3264871727427914e-09
b'CM027508.1'	143712000	143748000	690	2.6250026701450966e-09
b'CM027508.1'	143748000	143784000	784	1.8633240796872775e-09
b'CM027508.1'	143784000	143820000	627	1.9673543547454193e-09
b'CM027508.1'	143820000	143856000	626	2.4820224134702566e-09
b'CM027508.1'	143856000	143892000	678	2.2754242860584636e-09
b'CM027508.1'	143892000	143928000	749	2.7771898165898144e-09
b'CM027508.1'	143928000	143964000	882	3.107729746237935e-09
b'CM027508.1'	143964000	144000000	887	3.0413047995788754e-09
b'CM027508.1'	144000000	144036000	916	2.8413213325586808e-09
b'CM027508.1'	144036000	144072000	984	2.797612180741567e-09
b'CM027508.1'	144072000	144108000	956	1.942865558606147e-09
b'CM027508.1'	144108000	144144000	999	3.117763328143845e-09
b'CM027508.1'	144144000	144180000	930	2.83441348999569e-09
b'CM027508.1'	144180000	144216000	799	1.5587061334355003e-09
b'CM027508.1'	144216000	144252000	645	2.416898606804746e-09
b'CM027508.1'	144252000	144288000	641	1.746768447702068e-09
b'CM027508.1'	144288000	144324000	642	2.9117822489923517e-09
b'CM027508.1'	144324000	144360000	739	1.997468993951812e-09
b'CM027508.1'	144360000	144396000	608	1.5050226983045129e-09
b'CM027508.1'	144396000	144432000	768	2.1229834504228914e-09
b'CM027508.1'	144432000	144468000	709	2.3901898233211997e-09
b'CM027508.1'	144468000	144504000	863	2.907504355151328e-09
b'CM027508.1'	144504000	144540000	858	2.092844571512875e-09
b'CM027508.1'	144540000	144576000	856	2.680297099627421e-09
b'CM027508.1'	144576000	144612000	833	1.3991732482697026e-09
b'CM027508.1'	144612000	144648000	797	1.8229731023223448e-09
b'CM027508.1'	144648000	144684000	978	2.1653715383925012e-09
b'CM027508.1'	144684000	144720000	864	2.5427979129117766e-09
b'CM027508.1'	144720000	144756000	848	1.5350153704168173e-09
b'CM027508.1'	144756000	144792000	668	1.9372441791917674e-09
b'CM027508.1'	144792000	144828000	734	2.8165307373289833e-09
b'CM027508.1'	144828000	144864000	926	3.0448590495848826e-09
b'CM027508.1'	144864000	144900000	1015	3.0669514701950957e-09
b'CM027508.1'	144900000	144936000	635	2.6081271067245785e-09
b'CM027508.1'	144936000	144972000	707	3.0230416609289585e-09
b'CM027508.1'	144972000	145008000	913	2.002600007117941e-09
b'CM027508.1'	145008000	145044000	678	1.3180177154759285e-09
b'CM027508.1'	145044000	145080000	796	1.4365414414218688e-09
b'CM027508.1'	145080000	145116000	770	2.4704270260749973e-09
b'CM027508.1'	145116000	145152000	1020	3.1613139168265214e-09
b'CM027508.1'	145152000	145188000	739	1.8735036762469075e-09
b'CM027508.1'	145188000	145224000	825	2.9864437287003638e-09
b'CM027508.1'	145224000	145260000	1073	3.2639908182858654e-09
b'CM027508.1'	145260000	145296000	783	1.7332812068651133e-09
b'CM027508.1'	145296000	145332000	796	2.399743813822726e-09
b'CM027508.1'	145332000	145368000	786	2.2500457893340437e-09
b'CM027508.1'	145368000	145404000	982	3.1047299351114036e-09
b'CM027508.1'	145404000	145440000	908	2.7763725247290896e-09
b'CM027508.1'	145440000	145476000	1073	3.1907197516262133e-09
b'CM027508.1'	145476000	145512000	1025	3.091390412358561e-09
b'CM027508.1'	145512000	145548000	811	2.3265130678408095e-09
b'CM027508.1'	145548000	145584000	926	2.4509025951394395e-09
b'CM027508.1'	145584000	145620000	1014	2.5933647724902394e-09
b'CM027508.1'	145620000	145656000	948	3.131410872496397e-09
b'CM027508.1'	145656000	145692000	789	2.285614420977047e-09
b'CM027508.1'	145692000	145728000	938	3.0597638659795476e-09
b'CM027508.1'	145728000	145764000	931	2.210856396303138e-09
b'CM027508.1'	145764000	145800000	766	2.499039690475132e-09
b'CM027508.1'	145800000	145836000	629	1.3576120889210387e-09
b'CM027508.1'	145836000	145872000	600	1.9500868619218552e-09
b'CM027508.1'	145872000	145908000	806	2.412120251765731e-09
b'CM027508.1'	145908000	145944000	714	3.0336912860342863e-09
b'CM027508.1'	145944000	145980000	740	2.7587361893421504e-09
b'CM027508.1'	145980000	146016000	512	1.0431216808909153e-09
b'CM027508.1'	146016000	146052000	570	1.5790988482912352e-09
b'CM027508.1'	146052000	146088000	762	2.7538183673254553e-09
b'CM027508.1'	146088000	146124000	624	2.0075321364718973e-09
b'CM027508.1'	146124000	146160000	663	2.230589052204948e-09
b'CM027508.1'	146160000	146196000	620	1.7229735019938001e-09
